643142	-2.2401635	53.4775092
2788575627	-2.2340246	53.4801689	Pure Electric
2788583902	-2.2343873	53.4809630	Empire Exchange
2788586819	-2.2343501	53.4809943	Go Falafel
2788595945	-2.2387384	53.4785319	
2794570592	-2.2340947	53.4825004	
2794626912	-2.2329707	53.4822602	
2797186881	-2.2425410	53.4791590	The Tiger Lounge
2799100701	-2.2356745	53.4823891	Julia
2799102001	-2.2360218	53.4821446	Manchester Mini Market
2799102501	-2.2360585	53.4821223	Eva's
2804052126	-2.2499193	53.4800599	
2819588482	-2.2341840	53.4806313	
2819588483	-2.2329170	53.4791010	
2819588484	-2.2328289	53.4790912	
2819588485	-2.2327391	53.4790735	
2819600259	-2.2333094	53.4824778	
2819600260	-2.2338736	53.4815319	Mufti
2825096554	-2.2377188	53.4764244	
2837452161	-2.2483091	53.4793852	CleverPuffin
2839829813	-2.2416218	53.4824644	
2839829817	-2.2446341	53.4810991	
2866801279	-2.2344800	53.4830203	Hatters @ Hilton Chambers
2866801280	-2.2352844	53.4826790	Magma
2866944329	-2.2366153	53.4827458	Big Horn
2866944331	-2.2327138	53.4817737	
2866944333	-2.2376310	53.4831916	
2866944386	-2.2376201	53.4828650	The Unicorn
2867548725	-2.2370730	53.4842722	
2867748961	-2.2450700	53.4797192	John Bright
2867748963	-2.2461439	53.4800417	
2867748964	-2.2462494	53.4800520	
2867748965	-2.2461258	53.4801392	
2867748966	-2.2462252	53.4801557	
2867748967	-2.2462050	53.4802443	
2867748968	-2.2464987	53.4802778	
2867748969	-2.2364145	53.4801828	Visitor Information Centre
2868868222	-2.2443349	53.4774785	
2868868224	-2.2396615	53.4809400	
2868868225	-2.2385759	53.4818085	
2868868226	-2.2363138	53.4828324	
2868868227	-2.2331558	53.4848274	
2868868228	-2.2248111	53.4878876	
2868868229	-2.2188228	53.4932018	
2868946910	-2.2328164	53.4813238	Living Streets
2868946913	-2.2450262	53.4788314	
2868946914	-2.2446124	53.4792844	
2868946916	-2.2445453	53.4793756	
2868946918	-2.2359619	53.4810432	
2868946919	-2.2331352	53.4813254	
2868946920	-2.2331291	53.4813471	
2868946921	-2.2374782	53.4813976	
2868946922	-2.2319185	53.4815488	
2868946923	-2.2317252	53.4816094	
2876215001	-2.2407480	53.4822450	
2886216601	-2.2460433	53.4791194	
2886216602	-2.2458105	53.4795843	
2886216603	-2.2452055	53.4802951	
2886216604	-2.2467545	53.4806166	
2886216605	-2.2473279	53.4807384	
2886216606	-2.2451280	53.4807505	
2886216607	-2.2478037	53.4808525	
2886216608	-2.2455325	53.4808597	
2886216609	-2.2472026	53.4810237	
2886216610	-2.2477170	53.4810600	
2886216611	-2.2476433	53.4811368	
2886216612	-2.2454242	53.4811581	
2886216613	-2.2475492	53.4813200	
2901374761	-2.3029524	53.4718317	
2901374764	-2.3037719	53.4720710	
2901374768	-2.3041015	53.4731204	
2901374774	-2.3039911	53.4733189	
2901374777	-2.3055332	53.4731147	
2901374779	-2.3042420	53.4731671	
2901374782	-2.3047296	53.4733114	
2901374783	-2.3024068	53.4717254	
2901374784	-2.3038589	53.4721666	
2901374788	-2.3053444	53.4732918	
2901374792	-2.3037829	53.4721344	
2901374800	-2.3038662	53.4732583	
2901375101	-2.3038768	53.4732488	
2901375104	-2.3041130	53.4731165	
2912598641	-2.2362442	53.4829520	
2917450709	-2.2474201	53.4781402	
2917450710	-2.2473322	53.4781066	
2917450711	-2.2472222	53.4780934	
2917450712	-2.2471612	53.4781078	
2917454289	-2.2486968	53.4782754	
2917454290	-2.2493901	53.4783855	
2917454291	-2.2492989	53.4785523	
2917456257	-2.2493599	53.4777166	
2917456259	-2.2493780	53.4781182	
2917456260	-2.2494157	53.4780104	
2919952399	-2.2416396	53.4856380	
2933181437	-2.2474077	53.4834404	
2933181438	-2.2472387	53.4835138	
2933181439	-2.2471690	53.4834994	
2933181440	-2.2471582	53.4835202	
2933181441	-2.2471153	53.4835138	
2933181442	-2.2471395	53.4834627	
2933181443	-2.2471126	53.4834436	
2933190953	-2.2471777	53.4831290	
2933190954	-2.2470811	53.4831195	
2933190955	-2.2472796	53.4829894	
2933190956	-2.2471911	53.4829631	
2933190957	-2.2447959	53.4831522	
2933190958	-2.2448629	53.4831618	
2933190959	-2.2453424	53.4824151	
2933190960	-2.2453735	53.4823350	
2933190961	-2.2453893	53.4822581	
2933190962	-2.2454859	53.4819795	
2933190963	-2.2455052	53.4819759	
2933190964	-2.2455395	53.4818878	
2933190965	-2.2459454	53.4819331	
2933190966	-2.2459378	53.4832499	
2933190967	-2.2458553	53.4832400	
2933190968	-2.2458848	53.4831410	
2933190969	-2.2459492	53.4831474	
2933190975	-2.2463348	53.4830536	
2933190976	-2.2463066	53.4830464	
2933190977	-2.2461363	53.4829954	
2933190978	-2.2462919	53.4829890	
2933190979	-2.2462114	53.4829738	
2933190980	-2.2461953	53.4830057	
2933190981	-2.2460124	53.4828425	
2933190982	-2.2462852	53.4829275	
2933190983	-2.2463053	53.4829044	
2933190984	-2.2459553	53.4832013	
2933190985	-2.2459901	53.4832053	
2933190986	-2.2460397	53.4827689	
2933190987	-2.2461148	53.4827783	
2933190988	-2.2470040	53.4820656	
2933190989	-2.2469852	53.4820561	
2933190990	-2.2467747	53.4820050	
2933190993	-2.2493338	53.4803395	
2933190994	-2.2493632	53.4802652	
2933190998	-2.2498184	53.4803290	
2933190999	-2.2497443	53.4805163	
2933991091	-2.2472684	53.4832002	
2933991092	-2.2470941	53.4831986	
2933991093	-2.2471880	53.4833518	
2933991094	-2.2472966	53.4831898	
2933991095	-2.2468406	53.4832664	
2933991096	-2.2465432	53.4833107	
2933991097	-2.2458683	53.4828730	
2933991098	-2.2456135	53.4829591	
2933991302	-2.2444808	53.4784627	
2943317378	-2.2444900	53.4813980	Miller & Carter
2943326833	-2.2445260	53.4813120	The Rice Bowl
3023274533	-2.2360245	53.4827941	Pieminister
3030764992	-2.2340794	53.4828270	
3030765287	-2.2343020	53.4826291	
3030766170	-2.2340045	53.4827966	
3045503733	-2.2363520	53.4810340	
3050416964	-2.2348041	53.4832783	Jacks Late Bar
3050430333	-2.2319776	53.4812833	The Whiskey Jar
3050432644	-2.2330380	53.4825091	The Fitzgerald
3050512433	-2.2334888	53.4829319	Bread & Wine
3050521533	-2.2342920	53.4820400	
3050523433	-2.2351192	53.4814714	City Barbers
3056540633	-2.2509197	53.4807111	
3056540634	-2.2504802	53.4806680	
3056540638	-2.2501234	53.4806669	
3056540641	-2.2506459	53.4806821	
3056540642	-2.2511602	53.4807298	
3083932579	-2.2417498	53.4782331	Princess Street Hotel
3089993326	-2.2322579	53.4782394	
3114683531	-2.2340787	53.4816206	Allotment
3114685729	-2.2328877	53.4806843	Eleska House
3115229265	-2.2393011	53.4822225	
3129216029	-2.2335814	53.4828538	My Dentist
3129217129	-2.2347480	53.4829379	RCNQ
3129218030	-2.2349699	53.4829124	Pop Boutique
3129219029	-2.2350332	53.4828601	Nicky Oliver
3129220229	-2.2352062	53.4827259	Night & Day
3129236029	-2.2359132	53.4822294	Fresh Loaf
3129236729	-2.2361339	53.4820700	Leo's Fish Bar
3129238038	-2.2362501	53.4817937	The Merchants Hotel
3129238449	-2.2364274	53.4818512	Crafty Pig
3136777077	-2.2326258	53.4832603	
3136777082	-2.2326490	53.4826831	
3136777084	-2.2316949	53.4833730	
3137470186	-2.2394240	53.4786566	
3137470187	-2.2395370	53.4787054	
3137470188	-2.2396346	53.4787472	
3137470189	-2.2395884	53.4787823	
3137470191	-2.2393788	53.4786888	
3137470192	-2.2395894	53.4787270	
3137470193	-2.2395181	53.4787504	
3141851302	-2.2212851	53.4761423	
3141851307	-2.2244439	53.4761515	
3141851316	-2.2245260	53.4761826	
3141851323	-2.2245831	53.4762043	
3141851703	-2.2205757	53.4745350	
3141851705	-2.2205195	53.4745881	
3141851706	-2.2204957	53.4746136	
3141851707	-2.2204693	53.4746418	
3141851708	-2.2207751	53.4746420	
3141851710	-2.2207992	53.4746549	
3141851711	-2.2204240	53.4746903	
3141851713	-2.2209357	53.4747273	
3141851714	-2.2209859	53.4747529	
3141851715	-2.2203204	53.4748011	
3141851716	-2.2210976	53.4748098	
3141851718	-2.2202914	53.4748322	
3141851720	-2.2211936	53.4748583	
3141851721	-2.2212454	53.4748834	
3141851722	-2.2213229	53.4749209	
3141851725	-2.2201712	53.4749607	
3141851726	-2.2214180	53.4749649	
3141851727	-2.2215074	53.4750047	
3141851729	-2.2215515	53.4750244	
3141851730	-2.2201066	53.4750296	
3141851731	-2.2216109	53.4750485	
3141851732	-2.2216941	53.4750824	
3141851734	-2.2200252	53.4751166	
3141851736	-2.2217935	53.4751220	
3141851737	-2.2200182	53.4751242	
3141851738	-2.2199973	53.4751464	
3141851739	-2.2218849	53.4751576	
3141851741	-2.2218968	53.4751623	
3141851742	-2.2219199	53.4751716	
3141851743	-2.2219423	53.4751802	
3141851744	-2.2199512	53.4751957	
3141851745	-2.2220050	53.4752045	
3141851747	-2.2199313	53.4752169	
3141851748	-2.2220677	53.4752290	
3141851749	-2.2199174	53.4752324	
3141851750	-2.2199097	53.4752413	
3141851751	-2.2221188	53.4752491	
3141851752	-2.2199019	53.4752568	
3141851754	-2.2198990	53.4752636	
3141851755	-2.2221669	53.4752677	
3141851756	-2.2198976	53.4752749	
3141851757	-2.2198973	53.4752810	
3141851758	-2.2222068	53.4752830	
3141851759	-2.2198986	53.4752916	
3141851760	-2.2222500	53.4752996	
3141851761	-2.2198999	53.4752999	
3141851762	-2.2199044	53.4753105	
3141851763	-2.2222809	53.4753114	
3141851764	-2.2199083	53.4753198	
3141851765	-2.2223094	53.4753223	
3141851766	-2.2199135	53.4753295	
3141851767	-2.2199215	53.4753429	
3141851768	-2.2199260	53.4753479	
3141851769	-2.2223913	53.4753542	
3141851770	-2.2199392	53.4753629	
3141851771	-2.2199473	53.4753721	
3141851772	-2.2199570	53.4753787	
3141851773	-2.2224610	53.4753814	
3141851774	-2.2199650	53.4753837	
3141851775	-2.2199752	53.4753891	
3141851776	-2.2199809	53.4753915	
3141851777	-2.2200043	53.4754014	
3141851778	-2.2225239	53.4754060	
3141851779	-2.2200250	53.4754079	
3141851781	-2.2225882	53.4754310	
3141851782	-2.2226478	53.4754543	
3141851784	-2.2227020	53.4754754	
3141851785	-2.2227441	53.4754917	
3141851786	-2.2199693	53.4754975	
3141851787	-2.2199995	53.4755002	
3141851788	-2.2200304	53.4755029	
3141851789	-2.2200555	53.4755051	
3141851790	-2.2200885	53.4755081	
3141851791	-2.2201119	53.4755101	
3141851792	-2.2201148	53.4755104	
3141851793	-2.2201178	53.4755107	
3141851794	-2.2201369	53.4755124	
3141851795	-2.2201572	53.4755141	
3141851796	-2.2228033	53.4755147	
3141851797	-2.2201747	53.4755157	
3141851798	-2.2201945	53.4755175	
3141851799	-2.2202113	53.4755189	
3141851800	-2.2202316	53.4755207	
3141851801	-2.2202452	53.4755219	
3141851802	-2.2202556	53.4755229	
3141851803	-2.2202669	53.4755239	
3141851804	-2.2202792	53.4755250	
3141851805	-2.2203119	53.4755279	
3141851806	-2.2203264	53.4755291	
3141851807	-2.2203527	53.4755315	
3141851808	-2.2203705	53.4755330	
3141851809	-2.2204183	53.4755373	
3141851810	-2.2228677	53.4755397	
3141851811	-2.2204576	53.4755408	
3141851812	-2.2204835	53.4755431	
3141851813	-2.2205107	53.4755455	
3141851815	-2.2205615	53.4755501	
3141851816	-2.2205684	53.4755512	
3141851819	-2.2229435	53.4755691	
3141851820	-2.2206908	53.4755709	
3141851822	-2.2230117	53.4755956	
3141851823	-2.2208001	53.4755960	
3141851825	-2.2230836	53.4756235	
3141851827	-2.2231367	53.4756442	
3141851828	-2.2231859	53.4756633	
3141851829	-2.2207814	53.4756637	
3141851831	-2.2232348	53.4756823	
3141851834	-2.2233172	53.4757144	
3141851835	-2.2233893	53.4757428	
3141851837	-2.2234586	53.4757700	
3141851838	-2.2235754	53.4758159	
3141851839	-2.2207348	53.4758319	
3141851841	-2.2236817	53.4758576	
3141851842	-2.2237587	53.4758873	
3141851843	-2.2238400	53.4759187	
3141851847	-2.2238972	53.4759408	
3141851853	-2.2239469	53.4759601	
3141851860	-2.2240039	53.4759821	
3141851864	-2.2240396	53.4759959	
3141851873	-2.2241170	53.4760257	
3141851875	-2.2210839	53.4760288	
3141851883	-2.2211285	53.4760540	
3141851886	-2.2242123	53.4760624	
3141851890	-2.2211637	53.4760738	
3141851895	-2.2211920	53.4760898	
3141851899	-2.2243122	53.4761009	
3141851901	-2.2212197	53.4761054	
3141851908	-2.2243756	53.4761253	
3141851929	-2.2246339	53.4762235	
3141851936	-2.2246850	53.4762429	
3141851943	-2.2247476	53.4762666	
3141851948	-2.2248038	53.4762879	
3141851949	-2.2248625	53.4763101	
3141851950	-2.2216106	53.4763259	
3141851951	-2.2249359	53.4763380	
3141851953	-2.2250050	53.4763642	
3141851955	-2.2250627	53.4763860	
3141851956	-2.2251137	53.4764054	
3141851957	-2.2251661	53.4764252	
3141851958	-2.2252155	53.4764439	
3141851959	-2.2252662	53.4764632	
3141851960	-2.2253110	53.4764801	
3141851961	-2.2253487	53.4764944	
3141851962	-2.2253841	53.4765078	
3141851963	-2.2254309	53.4765255	
3141851964	-2.2213521	53.4765258	
3141851965	-2.2254840	53.4765457	
3141851966	-2.2255345	53.4765648	
3141851968	-2.2255811	53.4765825	
3141851969	-2.2255968	53.4765884	
3141851970	-2.2212536	53.4766020	
3141851971	-2.2256619	53.4766036	
3141851972	-2.2257424	53.4766224	
3141851973	-2.2258419	53.4766457	
3141851974	-2.2213725	53.4766566	
3141851976	-2.2259519	53.4766714	
3141851977	-2.2260220	53.4766877	
3141851979	-2.2260818	53.4767017	
3141851980	-2.2261619	53.4767204	
3141851981	-2.2262827	53.4767486	
3141851986	-2.2264058	53.4767774	
3141851988	-2.2265018	53.4767998	
3141851990	-2.2266388	53.4768318	
3141851992	-2.2267122	53.4768489	
3141851993	-2.2267922	53.4768676	
3141851994	-2.2268892	53.4768903	
3141851996	-2.2269397	53.4769021	
3141851997	-2.2218935	53.4769225	
3141851998	-2.2218974	53.4769245	
3141851999	-2.2270428	53.4769262	
3141852004	-2.2271672	53.4769552	
3141852006	-2.2272766	53.4769808	
3141852007	-2.2293566	53.4770012	
3141852008	-2.2293895	53.4770087	
3141852010	-2.2274014	53.4770094	
3141852011	-2.2293461	53.4770174	
3141852012	-2.2294450	53.4770214	
3141852013	-2.2294602	53.4770249	
3141852014	-2.2275306	53.4770387	
3141852015	-2.2293313	53.4770403	
3141852016	-2.2295290	53.4770406	
3141852017	-2.2302765	53.4770502	
3141852018	-2.2295749	53.4770511	
3141852019	-2.2276065	53.4770559	
3141852020	-2.2303128	53.4770586	
3141852021	-2.2296196	53.4770613	
3141852022	-2.2303386	53.4770645	
3141852023	-2.2302648	53.4770683	
3141852024	-2.2296623	53.4770711	
3141852025	-2.2277744	53.4770733	
3141852026	-2.2277985	53.4770764	
3141852027	-2.2296893	53.4770773	
3141852028	-2.2277977	53.4770777	
3141852029	-2.2293064	53.4770789	
3141852030	-2.2297038	53.4770806	
3141852031	-2.2302565	53.4770811	
3141852032	-2.2304217	53.4770836	
3141852033	-2.2278464	53.4770871	
3141852034	-2.2277617	53.4770911	
3141852035	-2.2278668	53.4770918	
3141852036	-2.2292970	53.4770935	
3141852037	-2.2278946	53.4770982	
3141852038	-2.2297910	53.4771005	
3141852039	-2.2279400	53.4771086	
3141852040	-2.2292869	53.4771092	
3141852041	-2.2298618	53.4771167	
3141852042	-2.2279821	53.4771183	
3141852043	-2.2294498	53.4771188	
3141852044	-2.2280061	53.4771238	
3141852045	-2.2303954	53.4771244	
3141852046	-2.2299036	53.4771263	
3141852047	-2.2280321	53.4771298	
3141852048	-2.2302248	53.4771300	
3141852049	-2.2299304	53.4771324	
3141852050	-2.2280614	53.4771365	
3141852051	-2.2292688	53.4771372	
3141852052	-2.2302181	53.4771404	
3141852053	-2.2299678	53.4771410	
3141852054	-2.2295474	53.4771411	
3141852055	-2.2280870	53.4771424	
3141852056	-2.2299782	53.4771434	
3141852057	-2.2281155	53.4771490	
3141852058	-2.2295844	53.4771496	
3141852059	-2.2303779	53.4771515	
3141852060	-2.2292593	53.4771520	
3141852061	-2.2226931	53.4771537	
3141852062	-2.2300265	53.4771544	
3141852063	-2.2281503	53.4771570	
3141852064	-2.2296374	53.4771617	
3141852065	-2.2300712	53.4771646	
3141852066	-2.2281849	53.4771649	
3141852067	-2.2292477	53.4771699	
3141852068	-2.2282106	53.4771708	
3141852069	-2.2296878	53.4771732	
3141852070	-2.2301096	53.4771734	
3141852071	-2.2282272	53.4771747	
3141852072	-2.2301294	53.4771779	
3141852073	-2.2282623	53.4771827	
3141852074	-2.2303560	53.4771855	
3141852075	-2.2227392	53.4771890	
3141852076	-2.2227403	53.4771899	
3141852077	-2.2301854	53.4771908	
3141852078	-2.2297705	53.4771921	
3141852079	-2.2283203	53.4771961	
3141852080	-2.2292231	53.4772080	
3141852081	-2.2283772	53.4772092	
3141852082	-2.2227673	53.4772105	
3141852083	-2.2298586	53.4772123	
3141852084	-2.2293882	53.4772143	
3141852086	-2.2284165	53.4772182	
3141852087	-2.2292156	53.4772197	
3141852089	-2.2303317	53.4772231	
3141852090	-2.2284514	53.4772262	
3141852091	-2.2284716	53.4772309	
3141852092	-2.2227979	53.4772322	
3141852093	-2.2299686	53.4772374	
3141852094	-2.2285013	53.4772377	
3141852095	-2.2225118	53.4772380	
3141852096	-2.2291993	53.4772449	
3141852097	-2.2300229	53.4772498	
3141852098	-2.2285594	53.4772511	
3141852099	-2.2293608	53.4772568	
3141852100	-2.2300775	53.4772623	
3141852101	-2.2286234	53.4772658	
3141852102	-2.2286718	53.4772769	
3141852103	-2.2286873	53.4772805	
3141852104	-2.2291758	53.4772814	
3141852105	-2.2301733	53.4772842	
3141852106	-2.2302920	53.4772847	
3141852107	-2.2287181	53.4772876	
3141852108	-2.2291654	53.4772974	
3141852109	-2.2287694	53.4772994	
3141852110	-2.2287881	53.4773037	
3141852111	-2.2302770	53.4773080	
3141852113	-2.2288403	53.4773157	
3141852114	-2.2288633	53.4773210	
3141852115	-2.2291491	53.4773227	
3141852116	-2.2288990	53.4773292	
3141852118	-2.2289231	53.4773348	
3141852119	-2.2293105	53.4773348	
3141852120	-2.2289613	53.4773435	
3141852121	-2.2291350	53.4773445	
3141852123	-2.2290249	53.4773582	
3141852124	-2.2291250	53.4773600	
3141852125	-2.2290580	53.4773658	
3141852127	-2.2291131	53.4773785	
3141852229	-2.2292605	53.4774124	
3141852231	-2.2229907	53.4774201	
3141852233	-2.2293123	53.4774243	
3141852235	-2.2293775	53.4774393	
3141852237	-2.2230154	53.4774531	
3141852238	-2.2230162	53.4774542	
3141852240	-2.2295163	53.4774712	
3141852242	-2.2250841	53.4774954	
3141852244	-2.2296726	53.4775072	
3141852246	-2.2297533	53.4775257	
3141852248	-2.2298798	53.4775548	
3141852250	-2.2299327	53.4775670	
3141852252	-2.2249147	53.4776014	
3141852253	-2.2231290	53.4776052	
3141852254	-2.2249072	53.4776060	
3141852256	-2.2248929	53.4776150	
3141852257	-2.2302085	53.4776304	
3141852266	-2.2303358	53.4776597	
3141852267	-2.2307022	53.4776670	
3141852268	-2.2303975	53.4776739	
3141852270	-2.2307904	53.4777001	
3141852271	-2.2308165	53.4777033	
3141852272	-2.2308193	53.4777040	
3141852273	-2.2308115	53.4777161	
3141852276	-2.2308497	53.4777249	
3141852278	-2.2308492	53.4777257	
3141852279	-2.2232464	53.4777267	
3141852281	-2.2308724	53.4777333	
3141852282	-2.2307684	53.4777341	
3141852283	-2.2306594	53.4777342	
3141852285	-2.2308880	53.4777383	
3141852286	-2.2307931	53.4777396	
3141852287	-2.2308975	53.4777414	
3141852289	-2.2309051	53.4777439	
3141852291	-2.2309360	53.4777539	
3141852293	-2.2309667	53.4777639	
3141852295	-2.2309892	53.4777711	
3141852297	-2.2310062	53.4777767	
3141852299	-2.2310169	53.4777799	
3141852300	-2.2310294	53.4777837	
3141852302	-2.2310381	53.4777863	
3141852303	-2.2310502	53.4777899	
3141852305	-2.2310623	53.4777936	
3141852307	-2.2310733	53.4777969	
3141852308	-2.2310789	53.4777985	
3141852310	-2.2311945	53.4778245	
3141852311	-2.2311974	53.4778257	
3141852312	-2.2234003	53.4778259	
3141852313	-2.2234021	53.4778270	
3141852314	-2.2311888	53.4778295	
3141852315	-2.2311921	53.4778302	
3141852316	-2.2312453	53.4778354	
3141852317	-2.2312502	53.4778371	
3141852318	-2.2312377	53.4778424	
3141852320	-2.2312281	53.4778562	
3141852321	-2.2253698	53.4778618	
3141852322	-2.2312189	53.4778642	
3141852325	-2.2312022	53.4778787	
3141852328	-2.2311915	53.4778879	
3141852330	-2.2311823	53.4778956	
3141852332	-2.2311776	53.4778992	
3141852333	-2.2311744	53.4779017	
3141852335	-2.2311631	53.4779105	
3141852337	-2.2311540	53.4779175	
3141852339	-2.2311472	53.4779228	
3141852342	-2.2236050	53.4779576	
3141852343	-2.2310645	53.4779794	
3141852344	-2.2310757	53.4779902	
3141852345	-2.2310837	53.4779979	
3141852346	-2.2310891	53.4780031	
3141852347	-2.2310947	53.4780086	
3141852348	-2.2311015	53.4780151	
3141852349	-2.2311099	53.4780233	
3141852350	-2.2311264	53.4780392	
3141852351	-2.2266530	53.4780417	
3141852352	-2.2311513	53.4780632	
3141852353	-2.2311579	53.4780695	
3141852354	-2.2311671	53.4780785	
3141852355	-2.2311761	53.4780871	
3141852356	-2.2311820	53.4780928	
3141852357	-2.2311900	53.4781006	
3141852358	-2.2311997	53.4781100	
3141852359	-2.2238871	53.4781167	
3141852360	-2.2307833	53.4781229	
3141852361	-2.2312189	53.4781285	
3141852362	-2.2312417	53.4781505	
3141852363	-2.2240112	53.4781661	
3141852364	-2.2312620	53.4781700	
3141852365	-2.2312692	53.4781771	
3141852366	-2.2306577	53.4781905	
3141852367	-2.2308877	53.4781977	
3141852368	-2.2313042	53.4782109	
3141852369	-2.2309123	53.4782160	
3141852372	-2.2305930	53.4782254	
3141852373	-2.2256610	53.4782352	
3141852374	-2.2309387	53.4782357	
3141852375	-2.2313331	53.4782387	
3141852376	-2.2305425	53.4782526	
3141852377	-2.2309843	53.4782697	
3141852378	-2.2304788	53.4782788	
3141852379	-2.2257318	53.4782797	
3141852380	-2.2274562	53.4782866	
3141852381	-2.2258595	53.4782875	
3141852384	-2.2303840	53.4783176	
3141852385	-2.2310522	53.4783203	
3141852386	-2.2314246	53.4783271	
3141852387	-2.2303429	53.4783344	
3141852388	-2.2302668	53.4783655	
3141852389	-2.2311231	53.4783731	
3141852390	-2.2302105	53.4783886	
3141852391	-2.2311545	53.4783965	
3141852392	-2.2301862	53.4783985	
3141852393	-2.2301575	53.4784101	
3141852394	-2.2301404	53.4784170	
3141852395	-2.2269871	53.4784174	
3141852397	-2.2311993	53.4784299	
3141852398	-2.2300921	53.4784367	
3141852399	-2.2315483	53.4784465	
3141852401	-2.2312564	53.4784679	
3141852402	-2.2312526	53.4784697	
3141852403	-2.2299775	53.4784844	
3141852404	-2.2299820	53.4784879	
3141852405	-2.2299541	53.4784949	
3141852406	-2.2299141	53.4785127	
3141852407	-2.2316199	53.4785157	
3141852408	-2.2316339	53.4785292	
3141852409	-2.2298683	53.4785314	
3141852410	-2.2313440	53.4785373	
3141852411	-2.2298074	53.4785563	
3141852412	-2.2313784	53.4785645	
3141852413	-2.2313888	53.4785766	
3141852414	-2.2297274	53.4785890	
3141852415	-2.2296725	53.4786114	
3141852416	-2.2314330	53.4786280	
3141852417	-2.2296226	53.4786319	
3141852418	-2.2295811	53.4786485	
3141852419	-2.2314555	53.4786541	
3141852420	-2.2295483	53.4786616	
3141852421	-2.2295119	53.4786757	
3141852422	-2.2294809	53.4786878	
3141852423	-2.2294476	53.4787006	
3141852424	-2.2315086	53.4787159	
3141852425	-2.2293952	53.4787209	
3141852426	-2.2318329	53.4787213	
3141852427	-2.2293719	53.4787300	
3141852428	-2.2293592	53.4787349	
3141852429	-2.2315336	53.4787450	
3141852430	-2.2318763	53.4787633	
3141852431	-2.2315627	53.4787788	
3141852432	-2.2319497	53.4788341	
3141852433	-2.2316166	53.4788415	
3141852436	-2.2316838	53.4789196	
3141852450	-2.2283687	53.4791175	
3150820628	-2.2422645	53.4833584	CeX
3164345110	-2.2488146	53.4831292	
3164345111	-2.2484455	53.4828800	
3164345112	-2.2488297	53.4830913	
3164345113	-2.2487838	53.4831146	
3164345115	-2.2487233	53.4827848	
3164345116	-2.2487603	53.4827856	
3164345117	-2.2487672	53.4828212	
3164345121	-2.2490420	53.4830292	
3164345122	-2.2490286	53.4830198	
3164345123	-2.2482406	53.4833494	
3164345124	-2.2478490	53.4835585	
3164345125	-2.2478893	53.4832281	
3164345126	-2.2475969	53.4833957	
3164345127	-2.2476184	53.4834101	
3164345128	-2.2479134	53.4832441	
3191972556	-2.2359810	53.4802239	
3191972557	-2.2353961	53.4805520	
3191972558	-2.2351472	53.4807015	
3221527789	-2.2477004	53.4732321	
3221527793	-2.2470782	53.4737707	
3260875383	-2.2388399	53.4832211	
3319197206	-2.2323668	53.4794662	
3319197207	-2.2322385	53.4795382	
3319197208	-2.2325161	53.4794945	
3319197209	-2.2319932	53.4796151	
3319197210	-2.2319683	53.4795853	
3319197212	-2.2322700	53.4795758	
3319737368	-2.2331939	53.4826600	
3319737369	-2.2331259	53.4827063	
3319737370	-2.2334089	53.4828403	
3319737371	-2.2335582	53.4834047	
3333926084	-2.2355341	53.4823262	Nexus Art Café
3336338639	-2.2345544	53.4783303	
3336338644	-2.2322200	53.4795489	
3339879707	-2.2415043	53.4793033	
3339879708	-2.2414478	53.4793428	
3339879709	-2.2414398	53.4793364	
3339879710	-2.2408906	53.4797476	
3339886579	-2.2336486	53.4802611	
3339923406	-2.2335161	53.4803000	
3365510871	-2.2413521	53.4769503	
3365510872	-2.2413254	53.4769554	
3365510873	-2.2414277	53.4769641	
3365510874	-2.2412723	53.4769751	
3365510875	-2.2412514	53.4770225	
3365510876	-2.2411555	53.4770650	
3365510877	-2.2415999	53.4770996	
3365510878	-2.2413071	53.4771587	
3365510879	-2.2414020	53.4772154	
3389154044	-2.2614117	53.4774863	
3397080128	-2.2371570	53.4803630	
3397080129	-2.2372186	53.4804062	
3397080131	-2.2372360	53.4803973	
3397080132	-2.2367839	53.4801732	
3397080133	-2.2366150	53.4801121	
3397080134	-2.2372446	53.4804087	
3397080137	-2.2367180	53.4801431	
3397080138	-2.2371946	53.4803838	
3405888648	-2.2476763	53.4784180	
3405888649	-2.2476523	53.4784909	
3405888650	-2.2476166	53.4785980	
3405888651	-2.2386015	53.4812440	
3405888652	-2.2382233	53.4816235	
3409087480	-2.2373327	53.4802411	
3409087481	-2.2379139	53.4814205	
3409087482	-2.2353344	53.4807071	
3409087483	-2.2377771	53.4808474	
3409087484	-2.2373388	53.4804412	
3409087485	-2.2359441	53.4800116	
3409087486	-2.2361460	53.4799934	
3409087487	-2.2381928	53.4810229	
3409087488	-2.2382706	53.4810805	
3409087489	-2.2373139	53.4814347	
3409087490	-2.2372683	53.4815082	
3409087491	-2.2382384	53.4811490	
3409087492	-2.2380131	53.4813964	
3409087493	-2.2381633	53.4812512	
3409087494	-2.2379380	53.4814955	
3409087495	-2.2354900	53.4808426	
3409087496	-2.2347268	53.4791009	
3409087497	-2.2366299	53.4812767	
3409087498	-2.2380802	53.4812783	
3409087499	-2.2382626	53.4811905	
3409087500	-2.2361631	53.4800031	
3409087501	-2.2380024	53.4812879	
3409087502	-2.2382384	53.4812400	
3409087503	-2.2380507	53.4812130	
3409087504	-2.2349160	53.4809160	
3409087505	-2.2381070	53.4812289	
3409087506	-2.2358735	53.4810884	
